,Unnamed: 0,date,start_time,vis_team,home_team,vis_points,home_points,ot,attendance,home_initial,vis_initial,home_players,home_bench,vis_players,vis_bench,referees,score_starter_home,score_bench_home,score_starter_vis,score_bench_vis,recovery_time,perform,def_perf_home,off_perf_home,def_perf_vis,off_perf_vis,total_score,class,frac_season,day_hour
119,119,2019-11-08,20:00:00,Golden State Warriors,Minnesota Timberwolves,119,125,1,15647,MIN,GSW,"Andrew Wiggins,Robert Covington,Karl-Anthony Towns,Treveon Graham,Jarrett Culver","Josh Okogie,Jake Layman,Jordan McLaughlin,Noah Vonleh,Gorgui Dieng,Jaylen Nowell,Jordan Bell,Shabazz Napier","Glenn Robinson,D'Angelo Russell,Eric Paschall,Jordan Poole,Willie Cauley-Stein","Alec Burks,Damion Lee,Omari Spellman,Marquese Chriss,Ky Bowman,Jacob Evans","Tony Brothers,John Butler,Tre Maddox",74.64738475383635,53.92856738786032,53.085672514619894,56.47255785228567,4.0,27.333333333333336,120.66666666666669,115.66666666666669,125.66666666666669,121.66666666666669,244,1,0.09659090909090909,20.0
120,120,2019-11-08,20:00:00,Toronto Raptors,New Orleans Pelicans,122,104,0,16337,NOP,TOR,"Brandon Ingram,Jrue Holiday,Lonzo Ball,Jahlil Okafor,Nicolò Melli","Derrick Favors,Frank Jackson,E'Twaun Moore,Josh Hart,J.J. Redick,Nickeil Alexander-Walker,Jaxson Hayes,Kenrich Williams","Pascal Siakam,Fred VanVleet,OG Anunoby,Marc Gasol,Kyle Lowry","Norman Powell,Terence Davis,Chris Boucher,Serge Ibaka,Matt Thomas,Malcolm Miller,Stanley Johnson,Rondae Hollis-Jefferson","Brian Forte,Nate Green,Rodney Mott",70.69413086913087,64.86215714641297,79.32961993457276,60.29500437062937,6.0,23.666666666666664,121.0,116.33333333333331,101.0,111.66666666666669,226,1,0.09659090909090909,20.0
121,121,2019-11-08,20:30:00,New York Knicks,Dallas Mavericks,106,102,0,20257,DAL,NYK,"Kristaps Porziņģis,Luka Dončić,Dwight Powell,Dorian Finney-Smith,Courtney Lee","Maxi Kleber,Delon Wright,Tim Hardaway,Jalen Brunson,Seth Curry,Justin Jackson,Boban Marjanović,J.J. Barea","Marcus Morris,Frank Ntilikina,Julius Randle,RJ Barrett,Taj Gibson","Bobby Portis,Allonzo Trier,Kevin Knox,Damyean Dotson,Ignas Brazdeikis,Wayne Ellington","Curtis Blair,David Guthrie,Simone Jelks",71.10693763616557,56.599755151666926,63.578983198465394,36.68542152292152,4.0,23.333333333333336,110.33333333333331,106.33333333333331,109.33333333333331,103.33333333333331,208,0,0.09659090909090909,20.5
122,122,2019-11-08,21:00:00,Philadelphia 76ers,Denver Nuggets,97,100,0,19520,DEN,PHI,"Nikola Jokić,Jamal Murray,Will Barton,Paul Millsap,Gary Harris","Monte Morris,Jerami Grant,Mason Plumlee,Michael Porter,Malik Beasley,Torrey Craig,Jarred Vanderbilt,Juan Hernangómez","Tobias Harris,Josh Richardson,Al Horford,Raul Neto,Joel Embiid","Furkan Korkmaz,Mike Scott,Trey Burke,James Ennis,Kyle O'Quinn,Matisse Thybulle,Norvel Pelle,Jonah Bolden","Brandon Adair,Ed Malloy,Scott Wall",76.44851097178685,50.44244243963584,72.97341289662718,38.85585048358075,5.0,12.333333333333336,98.33333333333331,105.0,106.66666666666669,103.33333333333331,197,0,0.09659090909090909,21.0
123,123,2019-11-08,21:00:00,Milwaukee Bucks,Utah Jazz,100,103,0,18306,UTA,MIL,"Donovan Mitchell,Bojan Bogdanović,Royce O'Neale,Rudy Gobert,Mike Conley","Joe Ingles,Jeff Green,Georges Niang,Tony Bradley,Miye Oni,Stanton Kidd,Nigel Williams-Goss,Jarrell Brantley","Khris Middleton,Giannis Antetokounmpo,Eric Bledsoe,Wesley Matthews,Brook Lopez","George Hill,Sterling Brown,Robin Lopez,Donte DiVincenzo,Kyle Korver,Ersan İlyasova,D.J. Wilson,Pat Connaughton","Mark Ayotte,Leroy Richardson,James Williams",79.58822886615962,29.072547892720305,84.68414327306655,51.25511793448649,4.0,17.333333333333332,100.0,106.33333333333331,111.0,121.0,203,0,0.09659090909090909,21.0
124,124,2019-11-08,22:00:00,Brooklyn Nets,Portland Trail Blazers,119,115,0,20089,POR,BRK,"Damian Lillard,CJ McCollum,Hassan Whiteside,Mario Hezonja,Rodney Hood","Anfernee Simons,Kent Bazemore,Nassir Little,Gary Trent,Skal Labissière,Anthony Tolliver,Pau Gasol","Kyrie Irving,Jarrett Allen,Joe Harris,Caris LeVert,Taurean Waller-Prince","Spencer Dinwiddie,Garrett Temple,David Nwaba,Nicolas Claxton,Džanan Musa,Rodions Kurucs,Henry Ellenson,Theo Pinson","Mitchell Ervin,Scott Twardoski,Zach Zarba",83.43209662297258,30.354672388781427,69.72072268009768,52.86707667332666,5.0,12.333333333333332,118.66666666666669,114.33333333333331,120.66666666666669,120.33333333333331,234,1,0.09659090909090909,22.0
125,125,2019-11-08,22:30:00,Miami Heat,Los Angeles Lakers,80,95,0,18997,LAL,MIA,"LeBron James,Anthony Davis,Avery Bradley,Danny Green,JaVale McGee","Kyle Kuzma,Alex Caruso,Kentavious Caldwell-Pope,Dwight Howard,Quinn Cook,Troy Daniels,Jared Dudley,Talen Horton-Tucker","Jimmy Butler,Bam Adebayo,Duncan Robinson,Kendrick Nunn,Meyers Leonard","Goran Dragić,Kelly Olynyk,Tyler Herro,James Johnson,Chris Silva,Derrick Jones,Udonis Haslem","J.B. DeRosa,Courtney Kirkland,Ken Mauer",76.0387136672851,45.42647359654854,71.48527408757823,49.63842738371788,4.0,26.333333333333336,90.66666666666669,111.66666666666669,104.0,97.66666666666669,175,0,0.09659090909090909,22.5
126,126,2019-11-09,17:00:00,Boston Celtics,San Antonio Spurs,135,115,0,18354,SAS,BOS,"DeMar DeRozan,LaMarcus Aldridge,Dejounte Murray,Trey Lyles,Bryn Forbes","Derrick White,Marco Belinelli,Patty Mills,Rudy Gay,Jakob Poeltl,DeMarre Carroll,Chimezie Metu,Lonnie Walker","Jayson Tatum,Kemba Walker,Jaylen Brown,Daniel Theis,Gordon Hayward","Marcus Smart,Robert Williams,Grant Williams,Brad Wanamaker,Javonte Green,Carsen Edwards,Vincent Poirier,Semi Ojeleye","Kevin Cutler,Jacyn Goble,Sean Wright",69.35806130708377,55.11740603124099,91.78131437106305,38.70747772930008,4.0,28.0,116.66666666666669,110.66666666666669,105.0,120.66666666666669,250,1,0.10227272727272728,17.0
127,127,2019-11-09,19:00:00,New Orleans Pelicans,Charlotte Hornets,115,110,0,18513,CHO,NOP,"Terry Rozier,Cody Zeller,Dwayne Bacon,Miles Bridges,P.J. Washington","Devonte' Graham,Cody Martin,Malik Monk,Marvin Williams,Bismack Biyombo,Caleb Martin,Michael Kidd-Gilchrist,Willy Hernangómez","Jrue Holiday,Brandon Ingram,Derrick Favors,J.J. Redick,Kenrich Williams","Josh Hart,Jaxson Hayes,E'Twaun Moore,Frank Jackson,Nickeil Alexander-Walker,Nicolò Melli,Jahlil Okafor,Josh Gray","Tony Brown,Evan Scott,Michael Smith",60.02316534040672,61.70908108764164,71.71469456469457,52.430879165135,3.0,20.333333333333336,114.33333333333331,106.33333333333331,120.0,114.66666666666669,225,1,0.10227272727272728,19.0
128,128,2019-11-09,20:00:00,Houston Rockets,Chicago Bulls,117,94,0,20482,CHI,HOU,"Lauri Markkanen,Zach LaVine,Wendell Carter,Tomáš Satoranský,Chandler Hutchison","Coby White,Thaddeus Young,Kris Dunn,Ryan Arcidiacono,Luke Kornet,Daniel Gafford,Denzel Valentine,Shaquille Harrison","Clint Capela,James Harden,Danuel House,P.J. Tucker,Russell Westbrook","Austin Rivers,Eric Gordon,Ben McLemore,Chris Clemons,Thabo Sefolosha,Tyson Chandler,Ryan Anderson","Brent Barnaky,John Butler,Eric Lewis",57.9334065934066,58.10828484718276,93.10456870502388,43.71847230233664,6.0,32.0,113.66666666666669,106.0,107.66666666666669,108.0,211,0,0.10227272727272728,20.0
129,129,2019-11-09,20:00:00,Dallas Mavericks,Memphis Grizzlies,138,122,0,15753,MEM,DAL,"Jae Crowder,Jaren Jackson,Tyus Jones,Jonas Valančiūnas,Dillon Brooks","Marko Guduric,Kyle Anderson,De'Anthony Melton,Solomon Hill,Bruno Caboclo,John Konchar,Yuta Watanabe,Ja Morant","Luka Dončić,Seth Curry,Dorian Finney-Smith,Maxi Kleber,Boban Marjanović","Dwight Powell,Justin Jackson,Delon Wright,Tim Hardaway,Jalen Brunson,Ryan Broekhoff,J.J. Barea,Courtney Lee","John Goble,Ben Taylor,C.J. Washington",48.38873962522461,48.74009454136572,66.0113667934113,46.636502465009464,2.0,28.33333333333333,122.0,119.66666666666669,113.0,126.0,260,1,0.10227272727272728,20.0
130,130,2019-11-09,20:00:00,Golden State Warriors,Oklahoma City Thunder,108,114,0,18203,OKC,GSW,"Shai Gilgeous-Alexander,Chris Paul,Danilo Gallinari,Steven Adams,Terrance Ferguson","Dennis Schröder,Hamidou Diallo,Darius Bazley,Mike Muscala,Nerlens Noel,Abdel Nader,Devon Hall,Deonte Burton","Alec Burks,Jordan Poole,Glenn Robinson,D'Angelo Russell,Willie Cauley-Stein","Marquese Chriss,Damion Lee,Ky Bowman,Omari Spellman,Jacob Evans,Eric Paschall","Curtis Blair,James Capers Jr.,Marat Kogut",71.29610190575707,51.7166105725218,54.237367429874105,55.32086293703144,3.0,17.333333333333332,102.0,110.33333333333331,122.66666666666669,113.0,222,1,0.10227272727272728,20.0
131,131,2019-11-10,15:30:00,Denver Nuggets,Minnesota Timberwolves,100,98,1,13553,MIN,DEN,"Karl-Anthony Towns,Andrew Wiggins,Treveon Graham,Robert Covington,Jarrett Culver","Josh Okogie,Jake Layman,Gorgui Dieng,Jordan McLaughlin,Noah Vonleh,Shabazz Napier,Jordan Bell,Jeff Teague","Will Barton,Nikola Jokić,Jamal Murray,Gary Harris,Paul Millsap","Monte Morris,Jerami Grant,Mason Plumlee,Torrey Craig,Michael Porter,Malik Beasley,Juan Hernangómez,Jarred Vanderbilt","Nick Buchert,Mitchell Ervin,Rodney Mott",74.64738475383635,60.99297416752135,76.44851097178685,50.44244243963584,4.0,16.333333333333336,117.66666666666669,109.66666666666669,102.33333333333331,99.33333333333331,198,0,0.10795454545454546,15.5
132,132,2019-11-10,18:00:00,Indiana Pacers,Orlando Magic,109,102,0,17118,ORL,IND,"Nikola Vučević,Jonathan Isaac,Evan Fournier,Aaron Gordon,Markelle Fultz","D.J. Augustin,Michael Carter-Williams,Terrence Ross,Mohamed Bamba,Al-Farouq Aminu,Melvin Frazier,Khem Birch,Wesley Iwundu","Domantas Sabonis,T.J. Warren,Malcolm Brogdon,Aaron Holiday,JaKarr Sampson","Doug McDermott,Justin Holiday,T.J. McConnell,T.J. Leaf,Alize Johnson,Myles Turner","Ray Acosta,Derrick Collins,Josh Tiven",76.74211602076922,47.00595238095239,67.12795871925323,41.39477948574723,4.0,22.66666666666667,95.33333333333331,102.33333333333331,110.66666666666669,115.66666666666669,211,0,0.10795454545454546,18.0
133,133,2019-11-10,18:00:00,Charlotte Hornets,Philadelphia 76ers,106,114,0,20311,PHI,CHO,"Josh Richardson,Tobias Harris,Raul Neto,Al Horford,Joel Embiid","Furkan Korkmaz,Mike Scott,Trey Burke,James Ennis,Kyle O'Quinn,Jonah Bolden,Matisse Thybulle,Norvel Pelle","Miles Bridges,P.J. Washington,Cody Zeller,Terry Rozier,Dwayne Bacon","Devonte' Graham,Malik Monk,Marvin Williams,Bismack Biyombo,Cody Martin,Michael Kidd-Gilchrist,Caleb Martin,Willy Hernangómez","Marc Davis,J.T. Orr,Haywoode Workman",72.97341289662718,38.85585048358074,60.02316534040672,61.70908108764165,3.0,15.666666666666668,98.0,112.66666666666669,104.0,105.66666666666669,220,1,0.10795454545454546,18.0
134,134,2019-11-10,19:00:00,Milwaukee Bucks,Oklahoma City Thunder,121,119,0,18203,OKC,MIL,"Shai Gilgeous-Alexander,Chris Paul,Nerlens Noel,Danilo Gallinari,Terrance Ferguson","Dennis Schröder,Hamidou Diallo,Darius Bazley,Mike Muscala,Deonte Burton,Abdel Nader,Devon Hall","Giannis Antetokounmpo,Wesley Matthews,Brook Lopez,Eric Bledsoe,Khris Middleton","George Hill,Sterling Brown,Ersan İlyasova,Pat Connaughton,Robin Lopez,Donte DiVincenzo,Thanasis Antetokounmpo,D.J. Wilson","Brandon Adair,Brian Forte,Tom Washington",68.09139971139972,44.007519663430884,84.68414327306655,47.03511793448649,3.0,9.0,107.66666666666669,111.66666666666669,115.33333333333331,116.66666666666669,240,1,0.10795454545454546,19.0
135,135,2019-11-10,19:30:00,Cleveland Cavaliers,New York Knicks,108,87,0,19812,NYK,CLE,"Frank Ntilikina,Marcus Morris,Julius Randle,RJ Barrett,Taj Gibson","Bobby Portis,Kevin Knox,Damyean Dotson,Allonzo Trier,Wayne Ellington,Ignas Brazdeikis","Darius Garland,Kevin Love,Tristan Thompson,Collin Sexton,Cedi Osman","Larry Nance,Kevin Porter,Jordan Clarkson,Matthew Dellavedova,Tyler Cook,Alfonzo McKinnie,Brandon Knight","Kane Fitzgerald,Tre Maddox,Brett Nansel",63.578983198465394,36.68542152292152,73.76398305084746,31.81364699627857,4.0,28.333333333333336,106.33333333333331,94.66666666666669,96.33333333333331,105.33333333333331,195,0,0.10795454545454546,19.5
136,136,2019-11-10,20:00:00,Brooklyn Nets,Phoenix Suns,112,138,0,17290,PHO,BRK,"Devin Booker,Kelly Oubre,Ricky Rubio,Dario Šarić,Aron Baynes","Frank Kaminsky,Mikal Bridges,Cameron Johnson,Tyler Johnson,Elie Okobo,Jevon Carter,Cheick Diallo,Deandre Ayton","Caris LeVert,Kyrie Irving,Joe Harris,Taurean Waller-Prince,Jarrett Allen","Spencer Dinwiddie,DeAndre Jordan,Garrett Temple,Džanan Musa,David Nwaba,Nicolas Claxton,Theo Pinson,Rodions Kurucs","J.B. DeRosa,Ken Mauer,Gediminas Petraitis",60.72136403299685,65.95362818270652,69.72072268009768,60.7706481018981,5.0,29.0,115.0,120.0,122.0,113.33333333333331,250,1,0.10795454545454546,20.0
137,137,2019-11-10,21:00:00,Atlanta Hawks,Portland Trail Blazers,113,124,1,20041,POR,ATL,"Damian Lillard,CJ McCollum,Hassan Whiteside,Kent Bazemore,Mario Hezonja","Anfernee Simons,Anthony Tolliver,Skal Labissière,Gary Trent,Nassir Little,Jaylen Hoard,Moses Brown,Rodney Hood","Trae Young,De'Andre Hunter,Jabari Parker,Kevin Huerter,Alex Len","DeAndre' Bembry,Damian Jones,Tyrone Wallace,Cam Reddish,Bruno Fernando,John Collins,Allen Crabbe","Matt Boland,Ed Malloy,Scott Wall",81.18284067059162,36.74922748646153,77.19002267573696,55.24844706252964,4.0,21.333333333333336,120.33333333333331,122.33333333333331,112.0,109.0,237,1,0.10795454545454546,21.0
138,138,2019-11-10,21:30:00,Toronto Raptors,Los Angeles Lakers,113,104,0,18997,LAL,TOR,"Anthony Davis,LeBron James,Avery Bradley,Danny Green,JaVale McGee","Kyle Kuzma,Alex Caruso,Troy Daniels,Dwight Howard,Quinn Cook,Kentavious Caldwell-Pope,Jared Dudley,Talen Horton-Tucker","Pascal Siakam,Fred VanVleet,Marc Gasol,OG Anunoby,Norman Powell","Chris Boucher,Terence Davis,Rondae Hollis-Jefferson,Matt Thomas,Stanley Johnson,Dewan Hernandez,Malcolm Miller","Leroy Richardson,James Williams,Zach Zarba",76.0387136672851,45.426473596548526,75.98521434016716,28.88864073426573,4.0,20.333333333333336,94.66666666666669,106.33333333333331,107.66666666666669,113.33333333333331,217,0,0.10795454545454546,21.5
139,139,2019-11-11,19:00:00,Minnesota Timberwolves,Detroit Pistons,120,114,0,12526,DET,MIN,"Luke Kennard,Tony Snell,Andre Drummond,Blake Griffin,Derrick Rose","Langston Galloway,Markieff Morris,Thon Maker,Bruce Brown,Tim Frazier,Sviatoslav Mykhailiuk,Christian Wood,Jordan Bone","Andrew Wiggins,Karl-Anthony Towns,Josh Okogie,Treveon Graham,Robert Covington","Jake Layman,Jarrett Culver,Gorgui Dieng,Noah Vonleh,Jordan McLaughlin,Jeff Teague,Shabazz Napier,Jordan Bell","Tony Brown,Eric Dalen,Aaron Smith",75.11891083641306,60.78873399290529,74.03780974103556,61.602549180322164,4.0,15.333333333333332,110.33333333333331,116.33333333333331,120.0,124.0,234,1,0.11363636363636363,19.0
140,140,2019-11-11,19:30:00,Dallas Mavericks,Boston Celtics,106,116,0,18624,BOS,DAL,"Jaylen Brown,Marcus Smart,Jayson Tatum,Kemba Walker,Daniel Theis","Brad Wanamaker,Robert Williams,Javonte Green,Grant Williams,Enes Kanter,Semi Ojeleye,Carsen Edwards,Romeo Langford","Luka Dončić,Maxi Kleber,Dorian Finney-Smith,Seth Curry,Kristaps Porziņģis","Dwight Powell,Jalen Brunson,Delon Wright,Tim Hardaway,Justin Jackson,J.J. Barea,Boban Marjanović,Courtney Lee","Eric Lewis,Mark Lindsay,Jenna Schroeder",87.9641235953817,34.09105505960328,78.97639064078808,48.73030214704442,4.0,27.0,104.33333333333331,112.0,116.33333333333331,125.0,222,1,0.11363636363636363,19.5
141,141,2019-11-11,19:30:00,Memphis Grizzlies,San Antonio Spurs,113,109,0,18627,SAS,MEM,"DeMar DeRozan,LaMarcus Aldridge,Bryn Forbes,Dejounte Murray,Trey Lyles","Derrick White,Rudy Gay,Patty Mills,Marco Belinelli,Jakob Poeltl,DeMarre Carroll,Lonnie Walker,Chimezie Metu","Jaren Jackson,Dillon Brooks,Jae Crowder,Jonas Valančiūnas,Ja Morant","Tyus Jones,Kyle Anderson,Brandon Clarke,Solomon Hill,Marko Guduric,De'Anthony Melton,Bruno Caboclo,Grayson Allen","Matt Myers,Kevin Scott,Michael Smith",69.35806130708379,55.117406031240996,58.586653575680934,52.67384725757608,4.0,28.33333333333333,120.0,115.0,115.66666666666669,96.66666666666669,222,1,0.11363636363636363,19.5
142,142,2019-11-11,20:00:00,Houston Rockets,New Orleans Pelicans,122,116,0,16695,NOP,HOU,"Jrue Holiday,Kenrich Williams,J.J. Redick,Josh Hart,Derrick Favors","E'Twaun Moore,Jahlil Okafor,Frank Jackson,Nickeil Alexander-Walker,Jaxson Hayes,Brandon Ingram,Josh Gray,Nicolò Melli","James Harden,Clint Capela,Russell Westbrook,P.J. Tucker,Danuel House","Eric Gordon,Austin Rivers,Ben McLemore,Tyson Chandler,Thabo Sefolosha,Gary Clark,Ryan Anderson,Chris Clemons","Kevin Cutler,John Goble,C.J. Washington",57.62258930153666,66.5229844282929,93.10456870502388,46.918472302336646,4.0,25.0,117.0,114.0,103.33333333333331,115.33333333333331,238,1,0.11363636363636363,20.0
143,143,2019-11-11,22:30:00,Utah Jazz,Golden State Warriors,122,108,0,18064,GSW,UTA,"D'Angelo Russell,Jordan Poole,Willie Cauley-Stein,Glenn Robinson,Draymond Green","Eric Paschall,Damion Lee,Alec Burks,Marquese Chriss,Ky Bowman,Jacob Evans,Omari Spellman","Rudy Gobert,Donovan Mitchell,Mike Conley,Bojan Bogdanović,Royce O'Neale","Joe Ingles,Jeff Green,Emmanuel Mudiay,Tony Bradley,Stanton Kidd,Nigel Williams-Goss,Georges Niang,Miye Oni","J.B. DeRosa,Gediminas Petraitis,Sean Wright",47.15892832857338,70.42255785228565,79.58822886615962,36.38504789272032,5.0,15.0,111.0,107.33333333333331,105.0,105.66666666666669,230,1,0.11363636363636363,22.5
144,144,2019-11-11,22:30:00,Toronto Raptors,Los Angeles Clippers,88,98,0,19068,LAC,TOR,"Kawhi Leonard,Patrick Beverley,Landry Shamet,Ivica Zubac,Patrick Patterson","Lou Williams,Maurice Harkless,Montrezl Harrell,JaMychal Green,Rodney McGruder,Terance Mann,Mfiondu Kabengele,Jerome Robinson","Fred VanVleet,Pascal Siakam,Norman Powell,Marc Gasol,OG Anunoby","Rondae Hollis-Jefferson,Chris Boucher,Terence Davis,Matt Thomas,Stanley Johnson,Malcolm Miller,Dewan Hernandez","Matt Boland,Tyler Ford,Ed Malloy",57.01159652690863,61.43438486244938,75.98521434016716,28.88864073426573,5.0,19.333333333333336,106.0,109.66666666666669,102.0,107.66666666666669,186,0,0.11363636363636363,22.5
145,145,2019-11-12,19:00:00,Oklahoma City Thunder,Indiana Pacers,85,111,0,15838,IND,OKC,"Aaron Holiday,T.J. Warren,Domantas Sabonis,Malcolm Brogdon,JaKarr Sampson","Justin Holiday,Doug McDermott,T.J. McConnell,T.J. Leaf,Alize Johnson,Brian Bowen,Naz Mitrou-Long","Shai Gilgeous-Alexander,Chris Paul,Danilo Gallinari,Hamidou Diallo,Steven Adams","Dennis Schröder,Darius Bazley,Nerlens Noel,Abdel Nader,Deonte Burton,Mike Muscala,Devon Hall","Courtney Kirkland,Aaron Smith,Jonathan Sterling",67.12795871925323,35.02508251605026,73.2476808531255,45.58503162515337,4.0,24.333333333333336,99.0,114.66666666666669,116.0,103.0,196,0,0.11931818181818182,19.0
146,146,2019-11-12,19:00:00,Cleveland Cavaliers,Philadelphia 76ers,97,98,0,20294,PHI,CLE,"Joel Embiid,Ben Simmons,Josh Richardson,Tobias Harris,Furkan Korkmaz","Mike Scott,James Ennis,Raul Neto,Matisse Thybulle,Kyle O'Quinn,Jonah Bolden,Norvel Pelle,Shake Milton","Collin Sexton,Tristan Thompson,Cedi Osman,Kevin Love,Darius Garland","Larry Nance,Jordan Clarkson,Kevin Porter,Matthew Dellavedova,Tyler Cook,Alfonzo McKinnie,Brandon Knight","Derrick Collins,Sean Corbin,Mousa Dagher",83.05162765475265,37.036756095825645,73.76398305084746,31.81364699627857,4.0,15.666666666666664,99.33333333333331,109.66666666666669,95.0,106.0,195,0,0.11931818181818182,19.0
147,147,2019-11-12,19:30:00,Detroit Pistons,Miami Heat,108,117,0,19600,MIA,DET,"Jimmy Butler,Kendrick Nunn,Duncan Robinson,Bam Adebayo,Meyers Leonard","Goran Dragić,Kelly Olynyk,Chris Silva,Daryl Macon,Udonis Haslem,Derrick Jones,Tyler Herro,KZ Okpala","Luke Kennard,Bruce Brown,Andre Drummond,Tony Snell,Markieff Morris","Langston Galloway,Christian Wood,Thon Maker,Tim Frazier,Sviatoslav Mykhailiuk,Blake Griffin,Derrick Rose,Jordan Bone","Nick Buchert,Brian Forte,Jacyn Goble",71.48527408757823,43.35092738371788,60.52962701678442,75.37801781253394,5.0,20.333333333333336,101.66666666666669,119.33333333333331,114.66666666666669,104.33333333333331,225,1,0.11931818181818182,19.5
148,148,2019-11-12,20:00:00,New York Knicks,Chicago Bulls,102,120,0,18668,CHI,NYK,"Wendell Carter,Zach LaVine,Lauri Markkanen,Tomáš Satoranský,Chandler Hutchison","Thaddeus Young,Coby White,Ryan Arcidiacono,Kris Dunn,Shaquille Harrison,Daniel Gafford,Denzel Valentine,Luke Kornet","Julius Randle,RJ Barrett,Marcus Morris,Frank Ntilikina,Taj Gibson","Kevin Knox,Bobby Portis,Dennis Smith,Damyean Dotson,Allonzo Trier,Ignas Brazdeikis,Wayne Ellington","James Capers Jr.,Nate Green,J.T. Orr",57.9334065934066,58.10828484718276,63.578983198465394,36.68542152292152,5.0,34.666666666666664,112.33333333333331,108.66666666666669,114.66666666666669,103.33333333333331,222,1,0.11931818181818182,20.0
149,149,2019-11-12,21:00:00,Atlanta Hawks,Denver Nuggets,125,121,0,18327,DEN,ATL,"Gary Harris,Will Barton,Jamal Murray,Nikola Jokić,Paul Millsap","Monte Morris,Jerami Grant,Mason Plumlee,Michael Porter,Torrey Craig,Jarred Vanderbilt,Malik Beasley,Juan Hernangómez","Trae Young,De'Andre Hunter,Jabari Parker,Damian Jones,Kevin Huerter","DeAndre' Bembry,Alex Len,Cam Reddish,Bruno Fernando,Tyrone Wallace,John Collins,Allen Crabbe","Leroy Richardson,James Williams,Zach Zarba",76.44851097178685,50.44244243963584,74.42712842712842,58.01134131113818,4.0,12.0,103.66666666666669,110.0,119.0,111.66666666666669,246,1,0.11931818181818182,21.0
150,150,2019-11-12,21:00:00,Los Angeles Lakers,Phoenix Suns,123,115,0,18055,PHO,LAL,"Devin Booker,Ricky Rubio,Dario Šarić,Aron Baynes,Kelly Oubre","Cameron Johnson,Frank Kaminsky,Tyler Johnson,Mikal Bridges,Cheick Diallo,Deandre Ayton,Jevon Carter,Elie Okobo","Anthony Davis,LeBron James,Avery Bradley,Danny Green,JaVale McGee","Kyle Kuzma,Alex Caruso,Dwight Howard,Rajon Rondo,Quinn Cook,Kentavious Caldwell-Pope,Jared Dudley,Troy Daniels","Scott Foster,Justin Van Duyne,Scott Wall",60.72136403299685,65.95362818270652,76.0387136672851,52.55147359654854,4.0,27.333333333333336,119.66666666666669,120.33333333333331,107.66666666666669,114.66666666666669,238,1,0.11931818181818182,21.0
